id,title,view,likes,dislikes,rating,guestid
Sq1rX54u69U,Joe Rogan Experience #1085 - Kyle Kulinski,2298181,33173,4367,4.5346832,-1
rBp4afbDeLk,Joe Rogan Experience #1084 - Douglas Murray,3446923,41384,3392,4.6969805,15
-F9GutDda7g,"Best of the Week - February 18, 2018 - Joe Rogan Experience",212856,2107,151,4.7325068,-1
vNc-9Y1057Y,Joe Rogan Experience #1083 - Dom Irrera,616772,5939,550,4.6609645,-1
PiVNd7gXczY,Joe Rogan Experience #1082 - Greg Fitzsimmons,902434,8016,730,4.6661329,-1
HYJFgyqs0sM,Joe Rogan Experience #1081 - Bret Weinstein & Heather Heying,1976826,32419,1637,4.8077283,26
5tSTk1083VY,Joe Rogan Experience #1080 - David Goggins,6958208,138124,3620,4.8978438,207
ZoLqPubyZp4,Jim Breuer's Colonization Moment - JRE Toon,750876,14133,197,4.9450107,-1
UnI2Lap4yJo,Joe Rogan Experience #1079 - Tony Hinchcliffe,1353783,9223,1809,4.34409,-1
rgResrM_LoA,JRE MMA Show #15 with Brendan Schaub,1550983,13788,1176,4.6856456,163
G-2_Bc_7Pos,Joe Rogan Experience #1078 - Jimmy Dore,2994044,38260,4006,4.6208773,-1
DQUgd9GQtoQ,Joe Rogan Experience #1077 - Johann Hari,1204208,17158,1759,4.6280594,24
URqdD0sMN_o,"Best of the Week - February 4, 2018 - Joe Rogan Experience",231729,1999,141,4.7364488,-1
fE3SOIKO9pg,Joe Rogan Experience #1076 - Phil Demers,877409,12424,748,4.7728515,142
qNAScKkzgtg,Joe Rogan Experience #1075 - Duncan Trussell,3260167,31657,2528,4.7041979,-1
ogb-ix9uuHk,JRE MMA Show #14 with Matt Brown,982710,11837,690,4.779676,-1
lQTQlGs6nBI,Joe Rogan Experience #1074 - Cameron Hanes,798738,8004,979,4.5640655,230
CZ5zdinEMtw,"Best of the Week - January 28, 2018 - Joe Rogan Experience",192992,1825,139,4.7169042,-1
VUDAdOdF6Zg,Joe Rogan Experience #1073 - Steven Pinker,3527235,35840,3536,4.6407967,8
rsFWbDl-ICw,Joe Rogan Experience #1072 - Joey Diaz,3632981,33687,1872,4.7894206,83
PS_XL1tBnWw,Joe Rogan Experience #1071 - Steven Crowder & NotGay Jared,4996418,73619,5633,4.7156916,41
6T7pUEZfgdI,Joe Rogan Experience #1070 - Jordan Peterson,11241785,181046,7661,4.8376107,-1
ehfdd1eH4g4,Joe Rogan Experience #1069 - Ben Greenfield,945784,7863,2144,4.1430001,-1
rMeg6LWPtuY,"Best of the Week - January 21, 2018 - Joe Rogan Experience",200649,1578,127,4.7020526,-1
x2qwRJT4WGY,Joe Rogan Experience #1068 - Michael Shermer,2186441,14190,2205,4.4620309,-1
FoyodyNJxhA,JRE MMA Show #13 with Rose Namajunas & Pat Barry,1297911,18126,920,4.8067837,-1
cn-Olrfv31U,Joe Rogan Experience #1067 - Whitney Cummings,934180,10767,11040,2.9749622,7
Z4WvTCemyRo,Joey Diaz's Changing Flavors Moment - JRE Toons,1623724,30574,358,4.9537048,14
Ec4OKbrCl3I,JRE MMA Show #12 with Ben Askren,4475065,23135,2142,4.6610355,6
Ja6MW94RaIQ,"Best of the Week - January 14, 2018 - Joe Rogan Experience",229976,1869,142,4.7175536,-1
OtL1fEEtLaA,Joe Rogan Experience #1066 - Mel Gibson & Dr. Neil Riordan,3498279,54157,2428,4.8283644,129
iB_XgqdeU1o,Joe Rogan Experience #1065 - Danica Patrick,1495524,16519,1260,4.7165194,234
gShvnz-LJfE,Joe Rogan Experience #1064 - Eddie Huang & Jessica Rosenworcel,666506,8046,2491,4.0543799,251
qkBXzkD6tis,JRE MMA Show #11 with John Danaher,2269047,28829,1323,4.8244891,-1
WE-lvHDQX8o,"Joe Rogan Experience - Fight Companion - January 14, 2018",983280,10061,563,4.7880273,2
kgMlVPS5v3c,"Best of the Week - January 7, 2018 - Joe Rogan Experience",160021,1073,80,4.7224631,66
BOSEE09BkFY,JRE MMA Show #10 with Tyron Woodley,1136318,14502,2062,4.5020528,184
nznRgMaGna4,Joe Rogan Experience #1063 - Tom Segura,3326417,24481,2246,4.6638603,-1
QtPs6Kuqjs0,Joe Rogan Experience #1062 - Dan Harris & Jeff Warren,751297,7817,867,4.6006451,4
kD-b_mpsPFQ,Joe Rogan Experience #1061 - Tom Papa,755007,5986,554,4.6611619,88
ZytId5OgFk4,"Best of the Week - December 31, 2017 - Joe Rogan Experience",183607,1338,86,4.7584271,91
PBTrYJ9UIGA,Joe Rogan Experience #1060 - Remi Warren,1485187,12833,1218,4.6532631,-1
-xxfT301Ii8,JRE MMA Show #9 with Jeff Novitzky,857378,8451,673,4.7049541,-1
e-8zbeH_kCg,JRE MMA Show #8 with Jimmy Smith,798032,8583,496,4.7814736,20
F1tjuM5-6Y0,Joe Rogan Experience #1059 - Brian Redban,1209868,11874,1162,4.6434488,25
us5XX_Cx4Cw,"Best of the Week - December 24, 2017 - Joe Rogan Experience",143929,1099,105,4.6511626,-1
du1FpaDZaZI,Joe Rogan Experience - 2017 Year in Review,931994,17188,425,4.9034805,2
2_kEmYTiHtc,Joe Rogan Experience #1058 - Nina Teicholz,814715,10138,1708,4.4232655,-1
ft4m6u3rAJ4,Joe Rogan Experience #1057 - Eddie Pepitone,452745,3914,1802,3.7389784,57
taDN3xZ1KQM,A Peeper Creeper Moment - JRE Toon,533021,9117,118,4.9488902,3
9jN6eBH8CFc,Joe Rogan Experience #1056 -  Dr. Mark Gordon & Andrew Marr,761620,8998,577,4.7589555,7
fQjBxSQNA9k,JRE MMA Show #7 with Brendan Schaub & Bryan Callen,2098799,16787,1827,4.6073923,-1
Bn2KYZXMnqY,"Best of the Week - December 17, 2017 - Joe Rogan Experience",181259,1643,184,4.5971537,62
PTubxW2tz58,JRE MMA Show #6 with Eddie Bravo,1249344,12276,836,4.7449665,-1
LzAgSp_O03I,Joe Rogan Experience #1055 - Bret Weinstein,2092227,21662,1964,4.6674848,96
A9Mj0Q9y084,Joe Rogan Experience #1054 - Dr. Rhonda Patrick,2018284,20223,1602,4.7063918,87
3SgqFREZHLU,A Silent Night Moment - JRE Toon,513016,12730,206,4.9363017,233
k1Iq_qPuybY,"Best of the Week - December 10, 2017 - Joe Rogan Experience",191923,1540,143,4.6601305,-1
2YDKs9TdWGo,Joe Rogan Experience #1053 - Neal Brennan,1185301,9420,3870,3.8352144,19
5czmY2tK07Y,JRE MMA Show #5 with Stipe Miocic,1614604,20219,840,4.8404484,11
7A8Q8aEfGJg,Joe Rogan Experience #1052 - Mick West,1919846,12326,3174,4.1809034,54
XSdWHeSf86U,Joe Rogan Experience #1051 - Duncan Trussell & Christopher Ryan,2992276,27024,2657,4.6419258,-1
3tgQ5_2OvaA,"Best of the Week - December 3, 2017 - Joe Rogan Experience",184593,1524,90,4.7769518,180
Yj_Bc9hdHa0,Joe Rogan Experience #1050 - Dr. Shawn Baker,2778422,29738,3754,4.5516543,-1
26JaoS-zbz8,Joe Rogan Experience #1049 - Chris Stapleton,1739613,19358,938,4.815136,12
tk2jKc2U2Z0,JRE MMA Show #4 with Justin Wren,600371,6212,697,4.5964684,7
Z0LMYKsaUYs,Joe Rogan Experience #1048 - Doug Stanhope,1675009,14664,1469,4.6357775,100
kRo_9g0g9-k,Joe Rogan Experience #1047 - Andy Stumpf,1666582,13063,1231,4.65552,149
fX95w5dTP6w,"Best of the Week - November 26, 2017 - Joe Rogan Experience",181552,1679,117,4.7394209,-1
Fv7pry8P4AI,Harry The Pipe Tree Moment - JRE Toon,815692,18191,149,4.9675026,102
xNGjFN2ET0s,JRE MMA Show #3 with Brendan Schaub,1213130,11393,844,4.7241154,1
J-DdgS0zhjQ,Joe Rogan Experience #1046 - Owen Smith,553397,6182,456,4.7252183,-1
_ERIRyhQ_34,Joe Rogan Experience #1045 - Bryan Callen,1955600,16379,1832,4.5976057,15
D2HVKlqYwks,Joe Rogan Experience #1044 - C.T. Fletcher,1193934,17876,1073,4.7734971,-1
_T4JubS9c10,Joe Rogan Experience #1043 - Brian Redban,882239,8317,1071,4.5436726,-1
3Y85g9rpC8E,JRE MMA Show #2 (Audio Only),397351,4840,461,4.6521411,2
GezkCeOCoys,Joe Rogan Experience #1042 - Krystyna Hutchinson & Corinne Fisher,1583234,16375,10727,3.4167957,117
llx1Dy_saNw,"Best of the Week - November 12, 2017 - Joe Rogan Experience",286102,1888,191,4.6325154,-1
ceItMiYZe9Y,Joe Rogan Experience #1041- Dan Carlin,2849459,30269,1956,4.7572069,46
PzNPk8iksls,JRE MMA Show #1,1205444,16769,863,4.8042197,120
xJdyXBjMQx4,Joe Rogan Experience #1040 - Brian Regan,865124,8047,797,4.6395297,-1
xBVbkPxSV1c,Joe Rogan Experience #1039 - Iliza Shlesinger,1035623,9942,20205,2.3191361,45
1WPUjdhWLbQ,"Best of the Week - November 5, 2017 - Joe Rogan Experience",191096,1932,80,4.8409543,-1
sb-mU6wgeF8,Joe Rogan Experience #1038 - Billy Corgan,2399871,32359,1443,4.8292408,-1
bYOIhmZ0Osg,Joe Rogan Experience #1037 - Chris Kresser,1419650,15583,1431,4.6635714,27
vnNgAxHfFo8,"Joe Rogan Experience #1036 - Ari Shaffir, Bert Kreischer & Tom Segura",3443005,29831,2052,4.742559,-1
mPqWstVnRjQ,Joe Rogan Experience #1035 - Paul Stamets,7043964,123961,3801,4.8809977,-1
MkRuJVq-9C4,Joe Rogan Experience - UFC Recap w/ Brendan Schaub,1784448,15856,1115,4.7371988,-1
iurXFfNriyg,Joe Rogan Experience #1034 - Sebastian Junger,1571303,14903,1773,4.574718,-1
Yd3KkNKaIzM,"Joey Diaz's ""Lady and the Bear"" Moment",1164480,16313,184,4.9553857,-1
YFAOwr1lRTw,Joe Rogan Experience #1033 - Owen Benjamin,1758591,19762,1689,4.6850495,-1
NeTHwruEjhM,Joe Rogan Experience #1032 - Colin Moriarty,967054,12612,1415,4.5964923,77
_fa_ZA9k5t4,Joe Rogan Experience #1031 - Jamie Kilstein,843465,7415,5028,3.3836696,-1
-0g2sdcHPXU,"Best of the Week - October 22, 2017 - Joe Rogan Experience",248706,2455,135,4.7915058,-1
kRtwWV32f0k,Joe Rogan Experience #1030 - Joey Diaz,5512211,48793,3163,4.7564864,-1
5n_3mnJfHzY,Joe Rogan Experience #1029 - Tom DeLonge,3551384,34288,8707,4.1899524,-1
1uvKczCPQok,Joe Rogan Experience #1028 - Adam Greentree,1985188,17923,1344,4.7209735,-1
V8DfjXnIk6c,Joe Rogan Experience #1027 - Courtney Dauwalter,2079039,28882,1061,4.858264,8
cTdE-vlbm58,Joe Rogan Experience #1026 - Brian Redban,855532,9066,958,4.6177173,231
ca30mO_8NDY,Joe Rogan Experience #1025 - Greg Fitzsimmons,489052,7170,525,4.7270956,-1
ZyBsE7UyKkE,"Joe Rogan Experience - Fight Companion - October 21, 2017",1389869,11542,1022,4.6746259,10
HGBOgSEk-SI,"Best of the Week - October 8, 2017 - Joe Rogan Experience",257164,1490,183,4.5624628,-1
ELUCUFQp1_k,Joe Rogan Experience #1024 - Bert Kreischer,2182906,18539,1430,4.7135558,113
K1XrqZsV0-Y,Joe Rogan Experience #1023 - Christina P,1221840,12196,1293,4.6165767,121
lMzjEaNFbAk,Joe Rogan Experience #1022 - Eric Weinstein,1503798,16246,1399,4.6828566,-1
546yHOU3dgo,Joey Diaz's Backyard Surprise Moment - JRE Toon,731978,10024,142,4.9441276,4
Xr1yWJ0l-M8,"Best of the Week - October 1, 2017 - Joe Rogan Experience",195257,1688,191,4.593401,-1
iZPH6r_ZDvM,Joe Rogan Experience #1021 - Russell Brand,3731931,42196,4952,4.5798759,-1
YKBbN4bxg0U,Joe Rogan Experience #1020 - Amy Alkon,581339,4407,1192,4.1484194,-1
P2FCBIpKCdI,Joe Rogan Experience #1019 - Bryan Fogel,942668,9965,919,4.6622567,-1
R5ddRZFtZTM,Joe Rogan Experience #1018 - Alonzo Bodden,751547,7373,2437,4.00632,-1
Dqfkh4XnajE,"Best of the Week - September 24, 2017 - Joe Rogan Experience",245648,1693,155,4.6645021,84
w3auXyjXJEc,#SoberOctoBert  - Public Service Announcement,202014,4255,204,4.8169994,264
9AwFGXHLCuI,Joe Rogan Experience #1017 - Jim Norton,1478250,11866,1157,4.6446285,7
zefq4BACQn4,Joe Rogan Experience #1016 - Whitney Cummings,2076000,17272,3650,4.3021698,3
B8oZV2CSsAY,Joe Rogan Experience #1015 - Reggie Watts,1137491,11320,1129,4.6372399,-1
Lgxu9Zetj10,Joe Rogan Experience #1014 - Dave Smith,872174,10061,2045,4.3243022,6
0mBDcyX6WGk,Joe Rogan Experience #1013 - Cameron Hanes,983331,9294,1242,4.5284739,54
u9V2uCLUe5Y,"Best of the Week - September 10, 2017 - Joe Rogan Experience",256615,1586,161,4.6313682,21
dpuLT-ldISs,"Joe Rogan Experience - Fight Companion - September 16, 2017",1015068,8521,710,4.6923409,-1
1aVtVX1-j5E,Joe Rogan Experience #1012 - Brendan Schaub,2410194,18099,1968,4.6077142,-1
k9PAuyB2IVQ,Joe Rogan Experience #1011 - Tom Papa,762071,6268,1147,4.3812542,31
6NAcdkxM9cM,The Hippie And The Chimp Moment - JRE Toon,751275,11009,139,4.9501257,-1
8mTld3rPkJQ,"Best of the Week - September 3, 2017 - Joe Rogan Experience",258492,1843,218,4.5769043,200
mAJyHE8RAFY,Joe Rogan Experience #1010 - Brian Redban,1101821,8863,1036,4.5813718,1
uQ1JeII0eGo,Joe Rogan Experience #1009 - James Damore,1604042,27948,1716,4.7686086,14
q5_9sLvLsEM,Joe Rogan Experience #1008 - Cody Garbrandt & Urijah Faber,2304966,20372,1503,4.7251658,-1
tjegWo2oPVg,"Joe Rogan Experience #1007 - Ari Shaffir, Bert Kreischer & Tom Segura",3881754,34605,2666,4.7138796,-1
KicXFuwYhbc,"Best of the Week - August 27, 2017 - Joe Rogan Experience",203045,1942,197,4.6316037,-1
eSUbAroTW6s,"Joe Rogan Experience - Fight Companion - September 2, 2017",898723,6723,649,4.6478567,23
6G59zsjM2UI,Joe Rogan Experience #1006 - Jordan Peterson & Bret Weinstein,10367885,139380,7082,4.8065848,34
Z736qeg4Z1Y,Joe Rogan Experience #1005 - Hannibal Buress,3202281,31559,3141,4.6379251,82
6RzIwA7CVRQ,Joe Rogan Experience #1004 - W. Kamau Bell,576729,7483,8129,2.9172432,-1
qs6e-3KsHi8,Joe Rogan Experience - Mayweather vs. McGregor Recap with Brendan Schaub,3000426,26688,2414,4.6682014,-1
fULtYTDgZgA,Joey Diaz's Edible Moment - JRE Toon,2996838,47340,522,4.9563746,7
G9rvaTTqbIg,"Best of the Week - August 20, 2017 - Joe Rogan Experience",192782,1814,189,4.6225662,86
hHMSvSqCDKc,Joe Rogan Experience #1003 - Sean Carroll,4233490,35614,2986,4.6905699,3
by1OgqQQANg,Joe Rogan Experience #1002 - Peter Schiff,1639766,25161,4569,4.3852673,267
FL_tzFPyVVk,Joe Rogan Experience #1001 - Mike Baker,1696186,12952,2647,4.3212385,4
LzP9Lk-WFtg,"Best of the Week - August 13, 2017 - Joe Rogan Experience",165988,1692,127,4.7207255,-1
qStaxEpnj1M,Joe Rogan Experience #1000 - Joey Diaz & Tom Segura,11348704,104865,6786,4.7568855,-1
BJzjJaDrf9o,1000 Episodes Of The Joe Rogan Experience!,355243,9913,213,4.9158602,-1
Hkz2greEJuc,Joe Rogan Experience #999 - Tom Bilyeu,636392,5887,1465,4.2029381,-1
v1xePSUC3I4,Joe Rogan Experience - Fight Breakdown - Mayweather vs. McGregor,2163848,21545,1695,4.7082615,71
dqcQu0yGAPA,Joe Rogan Experience #998 - Owen Benjamin,860783,9089,1103,4.5671115,-1
5gd5q_Uw0FI,The Twelve 12-Year-Olds Moment - JRE Toon,1315567,26679,249,4.9630127,263
PXaEkaZHR9M,"Best of the Week - August 6, 2017 - Joe Rogan Experience",204867,1568,159,4.6317315,70
r-Gr3xm89-k,Joe Rogan Experience #997 - Pauly Shore,2037632,18870,2494,4.5330462,-1
2Gc3ZftYmHg,Joe Rogan Experience #996 - Dr. Andy Galpin,1082837,11676,1008,4.6821194,-1
shwRkoAkPyY,Joe Rogan Experience #995 - Jon Ronson,1108731,11784,1467,4.5571656,101
keSoSyu9m7c,Joe Rogan Experience #994 - Dom D'Agostino,1207830,13364,1407,4.6189833,5
rM7OsLeWZTA,"Best of the Week - July 30, 2017 - Joe Rogan Experience",185438,1810,100,4.790576,9
UQTfyjhvfH8,Joe Rogan Experience #993 - Ben Shapiro,16674073,208274,16664,4.7036695,8
VAgbfrRogHY,Joe Rogan Experience #992 - Ian Edwards,680568,5604,1047,4.3703203,220
GJziBQ6OLoQ,Joe Rogan Experience #991 - Eddie Bravo,4073331,28472,3898,4.5183196,-1
78o7X2Y5-qI,"Best of the Week - July 23, 2017 - Joe Rogan Experience",142244,1547,77,4.8103447,199
A_7RmheFRz0,Joe Rogan Experience #990 - Jamie Foxx,5801634,75548,3660,4.8151703,-1
cu-7WSjaVyU,Joe Rogan Experience #989 - Dorian Yates,3809351,45155,1909,4.8377528,88
_uR1OASCg4U,Joe Rogan Experience #988 - Nick Swardson,2223459,17643,1884,4.6140728,181
2kL9I7sRwF8,Ari & Joe Go On A Hike,521355,4741,695,4.4885945,94
KaPfC_QV4Ho,The Little Pill Moment - JRE Toon,1682570,25329,316,4.9507117,-1
Ii0PKGLAdyE,Joe Rogan Experience #669 - Joey Diaz   **Re-Upload**,4586964,27550,2592,4.6560283,2
Pa181ep2Yhk,"Best of the Week - July 9, 2017 - Joe Rogan Experience",236932,1493,232,4.462029,-1
zKsZQlDYq6w,Joe Rogan Experience #987 - Ben O'Brien,619375,3747,792,4.3020487,92
J68gH5PiSZg,Joe Rogan Experience #986 - Maynard James Keenan,2378668,29275,1552,4.7986183,-1
rks0RpzXhzI,Joe Rogan Experience #985 - Gad Saad,1296142,19931,2796,4.5078983,4
J_Wxs1SSJBI,"Best of the Week - July 2, 2017 - Joe Rogan Experience",115477,1136,132,4.5835962,11
RS-uCW7Jrks,Joe Rogan Experience #984 - Yvette d'Entremont,642420,5103,4757,3.0701826,-1
bPcY-JPEvAM,Joe Rogan Experience #983 - Natasha Leggero & Moshe Kasher,499917,5212,6998,2.707453,-1
_f8jVhsXM5A,Joe Rogan Experience #982 - Honey Honey,584377,5005,1573,4.0434785,9
yq0TP6WpyBs,The DMT Moment - JRE Toon,633981,11568,801,4.7409654,187
f2U2FKHDEic,Joe Rogan Experience #981 - Josh Barnett,997246,8962,857,4.6508808,80
PHzIgui7ZKw,Joe Rogan Experience #980 - Chris D'Elia,2666214,22382,1417,4.7618389,-1
xrBCsLsSD2E,Joe Rogan Experience #979 - Sargon of Akkad,3930106,57771,7816,4.5233202,-1
Zg5jHxu6h1Q,"Best of the Week - June 18, 2017 - Joe Rogan Experience",118457,860,144,4.4262948,90
cOqHlD9zSJw,Joe Rogan Experience #978 - Judd Apatow,779436,5740,3891,3.3839684,-1
FYMXjYRDAjc,Joe Rogan Experience #977 - Jeff Evans & Bud Brutsman,957904,12551,604,4.8163438,-1
qFa6EiO3tcE,The Governator Moment - JRE Toon,813749,15905,226,4.9439588,76
n839IbPGJ4U,Joe Rogan Experience #976 - Morgan Murphy,566609,4109,1874,3.7471168,-1
JAqAr9ufmM0,Joe Rogan Experience - Podcast In Paradise (Audio Only),300344,1799,508,4.1192026,-1
A6dqFcOnFvk,"Best of the Week - June 4, 2017 - Joe Rogan Experience",253564,1317,184,4.5096602,33
W4KiOECVGLg,Joe Rogan Experience #975 - Sebastian Junger,895953,10917,1596,4.4898105,27
hOnefFVBEb0,Joe Rogan Experience #974 - Megan Phelps-Roper,2082270,25140,1893,4.7198977,107
7krasbTLmBE,"Joe Rogan Experience #973 - Wheeler Walker, Jr.",655616,6514,730,4.5969076,103
MHKtVo6kskk,Joe Rogan Experience #972 - Ari Shaffir,1292204,11094,1606,4.494173,15
ht3UXqk-6CM,Joe Rogan Experience #971 - Steven Rinella,1989492,14456,1400,4.6468215,-1
h3uEektfk50,"Best of the Week - May 28, 2017 - Joe Rogan Experience",196443,1754,100,4.7842503,-1
riYgqo12jkU,"Joe Rogan Experience - Fight Companion - June 3, 2017",1368937,12782,872,4.7445436,7
xq4Y87idawk,Joe Rogan Experience #970 - Bret Weinstein,1988329,31376,2045,4.7552438,10
7MRBsKInVDk,Joe Rogan Experience #969 - Andrew Santino,845483,7951,1014,4.547574,-1
cunSB69gaec,Joe Rogan Experience #968 - Kelly Brogan,1190481,13784,4686,3.9851651,-1
k0uXPjSC4kU,Joe Rogan Experience #967 - Bill Burr,6620218,58089,3559,4.7690759,4
miRLdnTc6fw,The Shart Moment - JRE Toon,852580,12831,217,4.9334764,-1
Tfj8mfbbTaw,"Best of the Week - May 21, 2017 - Joe Rogan Experience",104765,880,83,4.6552439,-1
_ga-FnSeHVU,"Joe Rogan Experience - Fight Companion - May 28, 2017",1067236,9435,839,4.6733503,-1
Q7kWkyYP8oY,Joe Rogan Experience #966 - Tom Papa,503923,4072,567,4.5111017,5
obmt_PkIfBE,Joe Rogan Experience #965 -  Robert Sapolsky,1590901,27416,742,4.8945947,9
F5oH2Asi5Y0,Joe Rogan Experience #964 - Everlast,776957,7964,1670,4.3066225,8
5B_idqiEoUE,Joe Rogan Experience #963 - Michael Malice,1454500,16503,1902,4.5866342,-1
HTKJNhQpY6o,Tom Segura Syrup Moment - JRE Toon,1116777,14879,248,4.934422,-1
nGpA_T_Eqc4,"Best of the Week - May 14, 2017 - Joe Rogan Experience",117464,1127,87,4.7133441,46
nFYvmTWHhnc,Joe Rogan Experience #962 - Jocko Willink,3375834,37956,1443,4.8534989,54
tFlAFo78xoQ,"Joe Rogan Experience #961 - Graham Hancock, Randall Carlson & Michael Shermer",5630781,67421,4675,4.7406235,59
wGJGa53ViBE,Joe Rogan Experience - Podcast On A Plane UFC 211 Recap,326922,2147,360,4.4256082,256
F4HthqlmCao,Joe Rogan Experience #960 - Steve-O,3658487,46091,2251,4.8137436,-1
yp_M4J7XiH8,"Best of the Week - May 7, 2017 - Joe Rogan Experience",81486,895,138,4.4656339,-1
kvitm0bMHyA,Joe Rogan Experience #959 - Mick West,819711,7011,1898,4.1478281,-1
USg3NR76XpQ,Joe Rogan Experience #958 - Jordan Peterson,4960614,95382,2921,4.8811431,124
Xg6MvPJhyr4,Joe Rogan Experience #957 - Cameron Hanes,453324,4926,508,4.6260581,72
AF2tU3gBUNo,"Best of the Week - April 30, 2017 - Joe Rogan Experience",113435,1188,67,4.7864542,17
CMejeTP2edI,Joe Rogan Experience #956 - Guy Ritchie,1901411,26505,1156,4.8328333,-1
FyiT-z33gU8,Joe Rogan Experience #955 - Al Madrigal,647802,5860,1913,4.0155668,2
1YSybjsqJc8,Joe Rogan Experience #954 - Justin Brown,436054,4171,377,4.6684256,8
GwbxhZJDS6U,Joe Rogan Experience #953 - Shirley Manson,711121,10216,883,4.6817732,-1
rizC0XXbHF8,"Best of the Week - April 23, 2017 - Joe Rogan Experience",142389,1054,500,3.7129986,-1
2fBVlmZzh6c,JRE Clips Channel Promo,421058,11918,307,4.89955,-1
XhoNnZm5IDQ,Joe Rogan Experience #952 - Thaddeus Russell,553494,4127,9417,2.2188423,88
EADjBjYLoQk,Joe Rogan Experience #951 - Dan Doty,557708,4604,641,4.5111537,-1
0yp7a7f3VGw,Joe Rogan Experience #950 - Abby Martin,1236273,16237,8535,3.6218312,-1
rbFODj5L9bg,"Best of the Week - April 16, 2017 - Joe Rogan Experience",195348,1417,191,4.5248756,-1
QGvET3i7ucc,Joe Rogan Experience #949 - Josh Zepps,468670,4354,4085,3.0637517,-1
McAGTNINJkE,Joe Rogan Experience #948 - Brendan Schaub & Eddie Bravo,2563671,24231,3023,4.5563221,205
FVVdCikBDQk,Joe Rogan Experience #947 - Ron Miscavige,3926440,37889,5996,4.4534807,186
oKiKfAmysrI,Joe Rogan Experience #946 - Dennis McKenna,4137106,41064,2895,4.7365727,-1
FTnGWhS1He8,"Best of the Week - April 9, 2017 - Joe Rogan Experience",152520,1130,108,4.6510501,99
foTkLE0GNK0,Joe Rogan Experience #945 - Dr. Roddy McGee,578735,4683,429,4.664319,60
f40GaoC_pNk,Joe Rogan Experience #944 - Scott Eastwood & Cameron Hanes,924782,9389,731,4.7110672,6
nNJ5p6sAn6I,Joe Rogan Experience #943 - Moshe Kasher,638507,6031,4418,3.3087378,-1
-2zp_TZ5m3U,"Best of the Week - April 2, 2017 - Joe Rogan Experience",112465,1090,70,4.7586207,-1
LH1RUk1w_xk,Joe Rogan Experience #942 - Dan Flores,1028552,10361,704,4.7455039,-1
Ybmx9DoBCR4,Best of Bert Kreischer Vol. 2 - The Joe Rogan Experience,354696,3581,186,4.8024955,-1
vN2jAio0djg,Joe Rogan Experience #941 - Greg Fitzsimmons,716118,7909,602,4.717072,-1
S4utkb6vSyQ,Joe Rogan Experience #940 - Sam Harris & Dan Harris,2518345,23795,3002,4.5518904,-1
A0yd5vAf3Gk,Joe Rogan Experience #939 - Chris Cage,431940,3897,404,4.6242733,-1
PZbKarcIJ7o,"""Mindblower of Mindblowers"" with Lawrence Krauss",1476070,21102,1012,4.8169484,-1
bDhHK8nk_V0,Joe Rogan Experience #938 - Lawrence Krauss,3384042,42892,4299,4.6356087,252
HlOAecJf1WQ,"Best of the Week - March 19, 2017 - Joe Rogan Experience",125001,1248,78,4.7647057,44
YGYx4l5yIBc,Joe Rogan Breakdown on Gorilla vs Grizzly Bear,4783814,46964,1699,4.8603458,28
UcONcwP93Lw,Joe Rogan Experience #936 - Colin Moriarty,733728,14700,768,4.8013964,-1
fAmvCrObdoM,Joe Rogan Experience #937 - Justin Wren,469220,6269,368,4.778213,-1
DrnGCExhsnM,Joe Rogan Experience #935 - Robb Wolf,798753,7740,842,4.6075506,189
4OjTuxC4K9c,Joe Rogan Experience #934 - John Dudley,611021,5874,752,4.546031,105
LO_qImEBBOA,"Best of the Week - March 12, 2017 - Joe Rogan Experience",299384,1869,203,4.608108,32
J8HeRcXtD7U,Joe Rogan Experience #933 - Julie Kedzie,619788,5815,1885,4.0207791,-1
LquBMLBI9CY,Joe Rogan Experience #932 - TJ Kirk,1550355,23647,3252,4.5164132,43
g5754-P8Avs,Joe Rogan Experience #931 - Jim Norton,1148899,11692,1001,4.6845508,127
SlxRS159rzc,Joe Rogan on Khabib's Weight Cut & Hospitalization,133723,1095,50,4.8253274,-1
buyBzK5yM-s,Joe Rogan Experience #930 - Will MacAskill,676250,7366,1400,4.3611684,-1
BZzUjCjk_xY,How Conor McGregor Could Beat Floyd Mayweather,244345,2608,166,4.7606344,-1
1E2-rhrz28o,"Joe Rogan Experience - Fight Companion - March 12, 2017",1392042,11074,928,4.6907182,-1
ERpqu2GNC0M,"Best of the Week - March 5, 2017 - Joe Rogan Experience",175580,1316,67,4.8062181,195
WoqIRSZ818M,Joe Rogan Experience #929 - Dan Peña,2739963,39684,3595,4.667737,-1
neVsniQdOnM,Joe Rogan Experience #928 - Arian Foster,1416266,18264,1275,4.7389836,-1
iFXW_5j0yac,Joe Rogan on Woodley-Thompson II Decision,218302,2307,155,4.7481723,-1
fvUGnN4VF38,Joe Rogan Experience #927 - Tom Papa,598164,5688,697,4.5633516,-1
-mQjF-tPdiI,Joe Rogan Experience #926 - Joey Diaz & Alberto Gallazzi,762903,8471,537,4.7615452,199
jYR4DrHWL6U,"Best of the Week - February 26, 2017 - Joe Rogan Experience",223663,1938,131,4.7467375,-1
RSqO7Q_AK0M,Joe Rogan Experience #925 - Theo Von,3350218,33463,1930,4.781878,173
bxjvW8CUgUQ,Joe Rogan Experience #924 - Rory Albanese,454825,4003,702,4.4031882,55
v_P55Bexc5s,Joe Rogan Experience #923 - Whitney Cummings,1979165,18403,3289,4.3935089,5
